INFO 2024-05-16 09:02:52,835 autoreload 14 140407794355072 Watching for file changes with StatReloader
DEBUG 2024-05-16 09:24:05,212 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/auth/migrations/0002_alter_permission_name_max_length.py first seen with mtime 1713847790.7010062
DEBUG 2024-05-16 09:24:05,213 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/contenttypes/migrations/0002_remove_content_type_name.py first seen with mtime 1713847790.7510066
DEBUG 2024-05-16 09:24:05,213 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/auth/migrations/0010_alter_group_name_max_length.py first seen with mtime 1713847790.7010062
DEBUG 2024-05-16 09:24:05,214 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/sessions/migrations/0001_initial.py first seen with mtime 1713847791.0610092
DEBUG 2024-05-16 09:24:05,214 autoreload 36 140217048079232 File /workspace/myapp/memorymap/migrations/0002_auto_20240425_0950.py first seen with mtime 1714006231.8735535
DEBUG 2024-05-16 09:24:05,215 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/auth/migrations/0004_alter_user_username_opts.py first seen with mtime 1713847790.7010062
DEBUG 2024-05-16 09:24:05,215 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/db/migrations/recorder.py first seen with mtime 1713847791.1510098
DEBUG 2024-05-16 09:24:05,215 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/sessions/backends/db.py first seen with mtime 1713847791.0210087
DEBUG 2024-05-16 09:24:05,215 autoreload 36 140217048079232 File /workspace/myapp/memorymap/migrations/0003_alter_media_post.py first seen with mtime 1715433718.4607234
DEBUG 2024-05-16 09:24:05,216 autoreload 36 140217048079232 File /usr/local/lib/python3.12/stringprep.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:24:05,216 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/contenttypes/migrations/0001_initial.py first seen with mtime 1713847790.7510066
DEBUG 2024-05-16 09:24:05,217 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/auth/migrations/0005_alter_user_last_login_null.py first seen with mtime 1713847790.7010062
DEBUG 2024-05-16 09:24:05,218 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/auth/migrations/0008_alter_user_username_max_length.py first seen with mtime 1713847790.7010062
DEBUG 2024-05-16 09:24:05,219 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/auth/migrations/0006_require_contenttypes_0002.py first seen with mtime 1713847790.7010062
DEBUG 2024-05-16 09:24:05,220 autoreload 36 140217048079232 File /workspace/myapp/accounts/migrations/0002_alter_user_slug.py first seen with mtime 1715433718.4607234
DEBUG 2024-05-16 09:24:05,221 autoreload 36 140217048079232 File /usr/local/lib/python3.12/encodings/idna.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:24:05,221 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/auth/migrations/0003_alter_user_email_max_length.py first seen with mtime 1713847790.7010062
DEBUG 2024-05-16 09:24:05,222 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/auth/migrations/__init__.py first seen with mtime 1713847790.7010062
DEBUG 2024-05-16 09:24:05,223 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/auth/migrations/0007_alter_validators_add_error_messages.py first seen with mtime 1713847790.7010062
DEBUG 2024-05-16 09:24:05,224 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/middleware/clickjacking.py first seen with mtime 1713847791.18101
DEBUG 2024-05-16 09:24:05,224 autoreload 36 140217048079232 File /workspace/myapp/memorymap/migrations/0006_auto_20240515_1255.py first seen with mtime 1715745341.7293224
DEBUG 2024-05-16 09:24:05,225 autoreload 36 140217048079232 File /workspace/myapp/accounts/migrations/__init__.py first seen with mtime 1709702064.9159434
DEBUG 2024-05-16 09:24:05,225 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/auth/migrations/0012_alter_user_first_name_max_length.py first seen with mtime 1713847790.7010062
DEBUG 2024-05-16 09:24:05,226 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/sessions/migrations/__init__.py first seen with mtime 1713847791.0610092
DEBUG 2024-05-16 09:24:05,226 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/auth/migrations/0009_alter_user_last_name_max_length.py first seen with mtime 1713847790.7010062
DEBUG 2024-05-16 09:24:05,227 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/db/models/sql/compiler.py first seen with mtime 1713847791.1610098
DEBUG 2024-05-16 09:24:16,594 utils 36 140216919652032 (0.001) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2024-05-16T00:24:16.578127+00:00'::timestamptz AND "django_session"."session_key" = 'ju2101ul7e2aa5bmbs0kkrw650256or9') LIMIT 21; args=(datetime.datetime(2024, 5, 16, 0, 24, 16, 578127, tzinfo=<UTC>), 'ju2101ul7e2aa5bmbs0kkrw650256or9')
DEBUG 2024-05-16 09:24:16,598 utils 36 140216919652032 (0.001) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 3 LIMIT 21; args=(3,)
DEBUG 2024-05-16 09:24:16,613 utils 36 140216919652032 (0.002) SELECT DISTINCT "memorymap_post"."id", "memorymap_post"."author_id", "memorymap_post"."content", "memorymap_post"."content_type", "memorymap_post"."title", "memorymap_post"."visibility", "memorymap_post"."created_at", "memorymap_post"."updated_at", "memorymap_post"."thumbnail", "memorymap_post"."uuid" FROM "memorymap_post" INNER JOIN "accounts_user" ON ("memorymap_post"."author_id" = "accounts_user"."id") WHERE (UPPER("memorymap_post"."title"::text) LIKE UPPER('%トーワ%') OR UPPER("memorymap_post"."content"::text) LIKE UPPER('%トーワ%') OR UPPER("accounts_user"."username"::text) LIKE UPPER('%トーワ%') OR "memorymap_post"."visibility" = 'public' OR ("memorymap_post"."author_id" = 3 AND "memorymap_post"."visibility" = 'private') OR ("memorymap_post"."author_id" = 3 AND "memorymap_post"."visibility" = 'custom')); args=('%トーワ%', '%トーワ%', '%トーワ%', 'public', 3, 'private', 3, 'custom')
DEBUG 2024-05-16 09:24:16,616 utils 36 140216919652032 (0.001) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 3 LIMIT 21; args=(3,)
DEBUG 2024-05-16 09:24:16,618 utils 36 140216919652032 (0.000) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 2 LIMIT 21; args=(2,)
DEBUG 2024-05-16 09:24:16,620 utils 36 140216919652032 (0.000) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 2 LIMIT 21; args=(2,)
DEBUG 2024-05-16 09:24:16,622 utils 36 140216919652032 (0.000) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 2 LIMIT 21; args=(2,)
INFO 2024-05-16 09:24:16,643 basehttp 36 140216919652032 "GET /memorymap/search/?query=%E3%83%88%E3%83%BC%E3%83%AF HTTP/1.1" 200 4669
DEBUG 2024-05-16 09:24:17,479 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/messages/context_processors.py first seen with mtime 1713847790.921008
DEBUG 2024-05-16 09:24:17,481 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/messages/storage/base.py first seen with mtime 1713847790.931008
DEBUG 2024-05-16 09:24:17,482 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/messages/storage/session.py first seen with mtime 1713847790.931008
DEBUG 2024-05-16 09:24:17,482 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/auth/context_processors.py first seen with mtime 1713847790.651006
DEBUG 2024-05-16 09:24:17,484 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/messages/storage/fallback.py first seen with mtime 1713847790.931008
DEBUG 2024-05-16 09:24:17,487 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/messages/storage/cookie.py first seen with mtime 1713847790.931008
DEBUG 2024-05-16 09:24:17,490 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/sessions/serializers.py first seen with mtime 1713847791.0210087
DEBUG 2024-05-16 09:24:17,492 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/template/context_processors.py first seen with mtime 1713847791.18101
DEBUG 2024-05-16 09:24:17,493 autoreload 36 140217048079232 File /usr/local/lib/python3.12/site-packages/django/contrib/messages/utils.py first seen with mtime 1713847790.931008
DEBUG 2024-05-16 09:24:25,135 utils 36 140216919652032 (0.001) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2024-05-16T00:24:25.115595+00:00'::timestamptz AND "django_session"."session_key" = 'ju2101ul7e2aa5bmbs0kkrw650256or9') LIMIT 21; args=(datetime.datetime(2024, 5, 16, 0, 24, 25, 115595, tzinfo=<UTC>), 'ju2101ul7e2aa5bmbs0kkrw650256or9')
DEBUG 2024-05-16 09:24:25,141 utils 36 140216919652032 (0.004) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 3 LIMIT 21; args=(3,)
DEBUG 2024-05-16 09:24:25,148 utils 36 140216919652032 (0.001) SELECT "memorymap_post"."id", "memorymap_post"."author_id", "memorymap_post"."content", "memorymap_post"."content_type", "memorymap_post"."title", "memorymap_post"."visibility", "memorymap_post"."created_at", "memorymap_post"."updated_at", "memorymap_post"."thumbnail", "memorymap_post"."uuid" FROM "memorymap_post" WHERE ("memorymap_post"."visibility" = 'public' OR ("memorymap_post"."author_id" = 3 AND "memorymap_post"."visibility" = 'privete') OR ("memorymap_post"."author_id" = 3 AND "memorymap_post"."visibility" = 'custom')) ORDER BY "memorymap_post"."created_at" DESC; args=('public', 3, 'privete', 3, 'custom')
DEBUG 2024-05-16 09:24:25,165 utils 36 140216919652032 (0.008) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 2 LIMIT 21; args=(2,)
DEBUG 2024-05-16 09:24:25,177 utils 36 140216919652032 (0.005) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 2 LIMIT 21; args=(2,)
DEBUG 2024-05-16 09:24:25,185 utils 36 140216919652032 (0.001) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 2 LIMIT 21; args=(2,)
DEBUG 2024-05-16 09:24:25,193 utils 36 140216919652032 (0.001) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 3 LIMIT 21; args=(3,)
INFO 2024-05-16 09:24:25,196 basehttp 36 140216919652032 "GET /memorymap/home/ HTTP/1.1" 200 6244
DEBUG 2024-05-16 09:24:29,920 utils 36 140216919652032 (0.004) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2024-05-16T00:24:29.891969+00:00'::timestamptz AND "django_session"."session_key" = 'ju2101ul7e2aa5bmbs0kkrw650256or9') LIMIT 21; args=(datetime.datetime(2024, 5, 16, 0, 24, 29, 891969, tzinfo=<UTC>), 'ju2101ul7e2aa5bmbs0kkrw650256or9')
DEBUG 2024-05-16 09:24:29,924 utils 36 140216919652032 (0.002) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 3 LIMIT 21; args=(3,)
DEBUG 2024-05-16 09:24:29,926 utils 36 140216919652032 (0.000) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."username" = 'トーワ' LIMIT 21; args=('トーワ',)
DEBUG 2024-05-16 09:24:29,931 utils 36 140216919652032 (0.004) SELECT COUNT(*) AS "__count" FROM "memorymap_follower" WHERE "memorymap_follower"."followed_id" = 3; args=(3,)
DEBUG 2024-05-16 09:24:29,934 utils 36 140216919652032 (0.001) SELECT COUNT(*) AS "__count" FROM "memorymap_follower" WHERE "memorymap_follower"."follower_id" = 3; args=(3,)
DEBUG 2024-05-16 09:24:29,937 utils 36 140216919652032 (0.001) SELECT (1) AS "a" FROM "memorymap_follower" WHERE ("memorymap_follower"."followed_id" = 3 AND "memorymap_follower"."follower_id" = 3) LIMIT 1; args=(3, 3)
DEBUG 2024-05-16 09:24:29,944 utils 36 140216919652032 (0.001) SELECT "memorymap_post"."id", "memorymap_post"."author_id", "memorymap_post"."content", "memorymap_post"."content_type", "memorymap_post"."title", "memorymap_post"."visibility", "memorymap_post"."created_at", "memorymap_post"."updated_at", "memorymap_post"."thumbnail", "memorymap_post"."uuid" FROM "memorymap_post" WHERE "memorymap_post"."author_id" = 3 ORDER BY "memorymap_post"."created_at" DESC; args=(3,)
DEBUG 2024-05-16 09:24:29,947 utils 36 140216919652032 (0.001) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 3 LIMIT 21; args=(3,)
INFO 2024-05-16 09:24:29,950 basehttp 36 140216919652032 "GET /accounts/profile/%E3%83%88%E3%83%BC%E3%83%AF/ HTTP/1.1" 200 3926
INFO 2024-05-16 09:24:30,004 basehttp 36 140216919652032 "GET /media/profile_pics/%E3%83%88%E3%83%BC%E3%83%AF.jpg HTTP/1.1" 200 11166
DEBUG 2024-05-16 09:24:31,772 utils 36 140216919652032 (0.007) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2024-05-16T00:24:31.747686+00:00'::timestamptz AND "django_session"."session_key" = 'ju2101ul7e2aa5bmbs0kkrw650256or9') LIMIT 21; args=(datetime.datetime(2024, 5, 16, 0, 24, 31, 747686, tzinfo=<UTC>), 'ju2101ul7e2aa5bmbs0kkrw650256or9')
DEBUG 2024-05-16 09:24:31,778 utils 36 140216919652032 (0.003) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 3 LIMIT 21; args=(3,)
DEBUG 2024-05-16 09:24:31,788 utils 36 140216919652032 (0.002) SELECT "memorymap_post"."id", "memorymap_post"."author_id", "memorymap_post"."content", "memorymap_post"."content_type", "memorymap_post"."title", "memorymap_post"."visibility", "memorymap_post"."created_at", "memorymap_post"."updated_at", "memorymap_post"."thumbnail", "memorymap_post"."uuid" FROM "memorymap_post" WHERE ("memorymap_post"."visibility" = 'public' OR ("memorymap_post"."author_id" = 3 AND "memorymap_post"."visibility" = 'privete') OR ("memorymap_post"."author_id" = 3 AND "memorymap_post"."visibility" = 'custom')) ORDER BY "memorymap_post"."created_at" DESC; args=('public', 3, 'privete', 3, 'custom')
DEBUG 2024-05-16 09:24:31,795 utils 36 140216919652032 (0.001) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 2 LIMIT 21; args=(2,)
DEBUG 2024-05-16 09:24:31,801 utils 36 140216919652032 (0.002) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 2 LIMIT 21; args=(2,)
DEBUG 2024-05-16 09:24:31,810 utils 36 140216919652032 (0.001) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 2 LIMIT 21; args=(2,)
DEBUG 2024-05-16 09:24:31,815 utils 36 140216919652032 (0.001) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 3 LIMIT 21; args=(3,)
INFO 2024-05-16 09:24:31,819 basehttp 36 140216919652032 "GET /memorymap/home/ HTTP/1.1" 200 6244
DEBUG 2024-05-16 09:24:33,095 utils 36 140216919652032 (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2024-05-16T00:24:33.067569+00:00'::timestamptz AND "django_session"."session_key" = 'ju2101ul7e2aa5bmbs0kkrw650256or9') LIMIT 21; args=(datetime.datetime(2024, 5, 16, 0, 24, 33, 67569, tzinfo=<UTC>), 'ju2101ul7e2aa5bmbs0kkrw650256or9')
DEBUG 2024-05-16 09:24:33,098 utils 36 140216919652032 (0.001) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 3 LIMIT 21; args=(3,)
DEBUG 2024-05-16 09:24:33,100 utils 36 140216919652032 (0.000) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."username" = 'トーワ' LIMIT 21; args=('トーワ',)
DEBUG 2024-05-16 09:24:33,103 utils 36 140216919652032 (0.001) SELECT COUNT(*) AS "__count" FROM "memorymap_follower" WHERE "memorymap_follower"."followed_id" = 3; args=(3,)
DEBUG 2024-05-16 09:24:33,105 utils 36 140216919652032 (0.000) SELECT COUNT(*) AS "__count" FROM "memorymap_follower" WHERE "memorymap_follower"."follower_id" = 3; args=(3,)
DEBUG 2024-05-16 09:24:33,107 utils 36 140216919652032 (0.000) SELECT (1) AS "a" FROM "memorymap_follower" WHERE ("memorymap_follower"."followed_id" = 3 AND "memorymap_follower"."follower_id" = 3) LIMIT 1; args=(3, 3)
DEBUG 2024-05-16 09:24:33,113 utils 36 140216919652032 (0.001) SELECT "memorymap_post"."id", "memorymap_post"."author_id", "memorymap_post"."content", "memorymap_post"."content_type", "memorymap_post"."title", "memorymap_post"."visibility", "memorymap_post"."created_at", "memorymap_post"."updated_at", "memorymap_post"."thumbnail", "memorymap_post"."uuid" FROM "memorymap_post" WHERE "memorymap_post"."author_id" = 3 ORDER BY "memorymap_post"."created_at" DESC; args=(3,)
DEBUG 2024-05-16 09:24:33,115 utils 36 140216919652032 (0.001) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 3 LIMIT 21; args=(3,)
INFO 2024-05-16 09:24:33,117 basehttp 36 140216919652032 "GET /accounts/profile/%E3%83%88%E3%83%BC%E3%83%AF/ HTTP/1.1" 200 3926
DEBUG 2024-05-16 09:24:34,831 utils 36 140216919652032 (0.001) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2024-05-16T00:24:34.811983+00:00'::timestamptz AND "django_session"."session_key" = 'ju2101ul7e2aa5bmbs0kkrw650256or9') LIMIT 21; args=(datetime.datetime(2024, 5, 16, 0, 24, 34, 811983, tzinfo=<UTC>), 'ju2101ul7e2aa5bmbs0kkrw650256or9')
DEBUG 2024-05-16 09:24:34,837 utils 36 140216919652032 (0.002) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 3 LIMIT 21; args=(3,)
DEBUG 2024-05-16 09:24:34,849 utils 36 140216919652032 (0.001) SELECT "memorymap_post"."id", "memorymap_post"."author_id", "memorymap_post"."content", "memorymap_post"."content_type", "memorymap_post"."title", "memorymap_post"."visibility", "memorymap_post"."created_at", "memorymap_post"."updated_at", "memorymap_post"."thumbnail", "memorymap_post"."uuid" FROM "memorymap_post" WHERE ("memorymap_post"."visibility" = 'public' OR ("memorymap_post"."author_id" = 3 AND "memorymap_post"."visibility" = 'privete') OR ("memorymap_post"."author_id" = 3 AND "memorymap_post"."visibility" = 'custom')) ORDER BY "memorymap_post"."created_at" DESC; args=('public', 3, 'privete', 3, 'custom')
DEBUG 2024-05-16 09:24:34,853 utils 36 140216919652032 (0.001) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 2 LIMIT 21; args=(2,)
DEBUG 2024-05-16 09:24:34,858 utils 36 140216919652032 (0.001) SELECT "accounts_user"."id", "accounts_user"."password", "accounts_user"."last_login", "accounts_user"."is_superuser", "accounts_user"."username", "accounts_user"."first_name", "accounts_user"."last_name", "accounts_user"."email", "accounts_user"."is_staff", "accounts_user"."is_active", "accounts_user"."date_joined", "accounts_user"."profile_picture", "accounts_user"."bio", "accounts_user"."birthday", "accounts_user"."slug" FROM "accounts_user" WHERE "accounts_user"."id" = 2 LIMIT 21; args=(2,)
